 "f" , "topLevelAnchestor" ,
 "https://w3id.org/framester/framenet/abox/frame/Agree_or_refuse_to_act" , "https://w3id.org/framester/framenet/abox/frame/Respond_to_proposal" ,
 "https://w3id.org/framester/framenet/abox/frame/Event_initial_state" , "https://w3id.org/framester/framenet/abox/frame/State" ,
 "https://w3id.org/framester/framenet/abox/frame/Sharing" , "https://w3id.org/framester/framenet/abox/frame/Reciprocality" ,
 "https://w3id.org/framester/framenet/abox/frame/Ammunition" , "https://w3id.org/framester/framenet/abox/frame/Entity" ,
 "https://w3id.org/framester/framenet/abox/frame/Locale_by_collocation" , "https://w3id.org/framester/framenet/abox/frame/Locale" ,
 "https://w3id.org/framester/framenet/abox/frame/Misdeed" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Commerce_goods-transfer" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Assigned_location" , "https://w3id.org/framester/framenet/abox/frame/Locale" ,
 "https://w3id.org/framester/framenet/abox/frame/Clothing" , "https://w3id.org/framester/framenet/abox/frame/Entity" ,
 "https://w3id.org/framester/framenet/abox/frame/Shopping" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Being_located" , "https://w3id.org/framester/framenet/abox/frame/State" ,
 "https://w3id.org/framester/framenet/abox/frame/Assessing" , "https://w3id.org/framester/framenet/abox/frame/Cogitation" ,
 "https://w3id.org/framester/framenet/abox/frame/Vocalizations" , "https://w3id.org/framester/framenet/abox/frame/Sounds" ,
 "https://w3id.org/framester/framenet/abox/frame/Patrolling" , "https://w3id.org/framester/framenet/abox/frame/Scrutiny" ,
 "https://w3id.org/framester/framenet/abox/frame/Dead_or_alive" , "https://w3id.org/framester/framenet/abox/frame/State" ,
 "https://w3id.org/framester/framenet/abox/frame/Social_behavior_evaluation" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Set_relation" , "https://w3id.org/framester/framenet/abox/frame/Inclusion_scenario" ,
 "https://w3id.org/framester/framenet/abox/frame/Summarizing" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Commerce_pay" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Temporary_leave" , "https://w3id.org/framester/framenet/abox/frame/State https://w3id.org/framester/framenet/abox/frame/Relation" ,
 "https://w3id.org/framester/framenet/abox/frame/Communication_manner" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Buildings" , "https://w3id.org/framester/framenet/abox/frame/Entity" ,
 "https://w3id.org/framester/framenet/abox/frame/Seeking_to_achieve" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Predicament" , "https://w3id.org/framester/framenet/abox/frame/State" ,
 "https://w3id.org/framester/framenet/abox/frame/Visit_host_departure" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Biological_urge" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Forging" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Collocation_image_schema" , "https://w3id.org/framester/framenet/abox/frame/Image_schema" ,
 "https://w3id.org/framester/framenet/abox/frame/Trendiness" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Memorization" , "https://w3id.org/framester/framenet/abox/frame/Cogitation" ,
 "https://w3id.org/framester/framenet/abox/frame/Intentionally_act" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Visit_host_arrival" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Container_focused_placing" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Amalgamation" , "https://w3id.org/framester/framenet/abox/frame/Reciprocality" ,
 "https://w3id.org/framester/framenet/abox/frame/Rotting" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Activity_ready_state" , "https://w3id.org/framester/framenet/abox/frame/State" ,
 "https://w3id.org/framester/framenet/abox/frame/Motion_noise" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Cooking_creation" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Short_selling" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Abusing" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Hiding_objects" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Attitude_description" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Discussion" , "https://w3id.org/framester/framenet/abox/frame/Reciprocality" ,
 "https://w3id.org/framester/framenet/abox/frame/Guest_and_host" , "https://w3id.org/framester/framenet/abox/frame/Relation" ,
 "https://w3id.org/framester/framenet/abox/frame/Becoming_dry" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Verification" , "https://w3id.org/framester/framenet/abox/frame/Scrutiny" ,
 "https://w3id.org/framester/framenet/abox/frame/Being_in_operation" , "https://w3id.org/framester/framenet/abox/frame/State" ,
 "https://w3id.org/framester/framenet/abox/frame/Hiring" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Verdict" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Preserving" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Make_compromise" , "https://w3id.org/framester/framenet/abox/frame/Make_agreement_on_action" ,
 "https://w3id.org/framester/framenet/abox/frame/Time_vector" , "https://w3id.org/framester/framenet/abox/frame/Relation" ,
 "https://w3id.org/framester/framenet/abox/frame/Exchange" , "https://w3id.org/framester/framenet/abox/frame/Event https://w3id.org/framester/framenet/abox/frame/Reciprocality" ,
 "https://w3id.org/framester/framenet/abox/frame/Meet_specifications" , "https://w3id.org/framester/framenet/abox/frame/Satisfying" ,
 "https://w3id.org/framester/framenet/abox/frame/Visitor_arrival" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Hostile_encounter" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Race_descriptor" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Destiny" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Eventive_affecting" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Event_instance" , "https://w3id.org/framester/framenet/abox/frame/Instance" ,
 "https://w3id.org/framester/framenet/abox/frame/Fire_emergency_scenario" , "https://w3id.org/framester/framenet/abox/frame/Disaster_scenario" ,
 "https://w3id.org/framester/framenet/abox/frame/Coincidence" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Process_uncompleted_state" , "https://w3id.org/framester/framenet/abox/frame/State" ,
 "https://w3id.org/framester/framenet/abox/frame/Execution" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Contrary_circumstances" , "https://w3id.org/framester/framenet/abox/frame/Concessive" ,
 "https://w3id.org/framester/framenet/abox/frame/Bounded_region" , "https://w3id.org/framester/framenet/abox/frame/Image_schema" ,
 "https://w3id.org/framester/framenet/abox/frame/Sensation" , "https://w3id.org/framester/framenet/abox/frame/Perception" ,
 "https://w3id.org/framester/framenet/abox/frame/Notability" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Reparation" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Locale_by_use" , "https://w3id.org/framester/framenet/abox/frame/Locale" ,
 "https://w3id.org/framester/framenet/abox/frame/Hit_target" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Ineffability" , "https://w3id.org/framester/framenet/abox/frame/Stimulus_focus" ,
 "https://w3id.org/framester/framenet/abox/frame/Dispersal" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Sequence" , "https://w3id.org/framester/framenet/abox/frame/Relation" ,
 "https://w3id.org/framester/framenet/abox/frame/Departing" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Arraignment" , "https://w3id.org/framester/framenet/abox/frame/Process" ,
 "https://w3id.org/framester/framenet/abox/frame/Be_in_agreement_on_assessment" , "https://w3id.org/framester/framenet/abox/frame/Attributes https://w3id.org/framester/framenet/abox/frame/Reciprocality" ,
 "https://w3id.org/framester/framenet/abox/frame/Change_resistance" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Similarity" , "https://w3id.org/framester/framenet/abox/frame/Attributes https://w3id.org/framester/framenet/abox/frame/Reciprocality" ,
 "https://w3id.org/framester/framenet/abox/frame/Weapon" , "https://w3id.org/framester/framenet/abox/frame/Entity" ,
 "https://w3id.org/framester/framenet/abox/frame/Margin_of_resolution" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Personal_success" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Supporting" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Arithmetic_non-commutative" , "https://w3id.org/framester/framenet/abox/frame/Reciprocality" ,
 "https://w3id.org/framester/framenet/abox/frame/Physical_entity" , "https://w3id.org/framester/framenet/abox/frame/Entity" ,
 "https://w3id.org/framester/framenet/abox/frame/Emotions_by_stimulus" , "https://w3id.org/framester/framenet/abox/frame/State" ,
 "https://w3id.org/framester/framenet/abox/frame/Limiting" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Praiseworthiness" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Judgment_direct_address" , "https://w3id.org/framester/framenet/abox/frame/Judgment_communication" ,
 "https://w3id.org/framester/framenet/abox/frame/Response" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Predicting" , "https://w3id.org/framester/framenet/abox/frame/Statement" ,
 "https://w3id.org/framester/framenet/abox/frame/Scouring" , "https://w3id.org/framester/framenet/abox/frame/Scrutiny" ,
 "https://w3id.org/framester/framenet/abox/frame/Waking_up" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Vehicle" , "https://w3id.org/framester/framenet/abox/frame/Entity" ,
 "https://w3id.org/framester/framenet/abox/frame/Achieving_first" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Being_attached" , "https://w3id.org/framester/framenet/abox/frame/State https://w3id.org/framester/framenet/abox/frame/Reciprocality" ,
 "https://w3id.org/framester/framenet/abox/frame/Accoutrements" , "https://w3id.org/framester/framenet/abox/frame/Entity" ,
 "https://w3id.org/framester/framenet/abox/frame/Frugality" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/People_by_residence" , "https://w3id.org/framester/framenet/abox/frame/Entity" ,
 "https://w3id.org/framester/framenet/abox/frame/Reading_perception" , "https://w3id.org/framester/framenet/abox/frame/Scrutiny https://w3id.org/framester/framenet/abox/frame/Reading_activity" ,
 "https://w3id.org/framester/framenet/abox/frame/Communication" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Halt" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Cause_proliferation_in_number" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Activity" , "https://w3id.org/framester/framenet/abox/frame/Process" ,
 "https://w3id.org/framester/framenet/abox/frame/Post_getting" , "https://w3id.org/framester/framenet/abox/frame/Possession" ,
 "https://w3id.org/framester/framenet/abox/frame/Be_subset_of" , "https://w3id.org/framester/framenet/abox/frame/Being_included" ,
 "https://w3id.org/framester/framenet/abox/frame/Animals" , "https://w3id.org/framester/framenet/abox/frame/Entity" ,
 "https://w3id.org/framester/framenet/abox/frame/Change_accessibility" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Temporary_stay" , "https://w3id.org/framester/framenet/abox/frame/Residence https://w3id.org/framester/framenet/abox/frame/Event https://w3id.org/framester/framenet/abox/frame/Visiting_scenario_stay https://w3id.org/framester/framenet/abox/frame/State" ,
 "https://w3id.org/framester/framenet/abox/frame/Time_period_of_action" , "https://w3id.org/framester/framenet/abox/frame/Timespan" ,
 "https://w3id.org/framester/framenet/abox/frame/Membership" , "https://w3id.org/framester/framenet/abox/frame/Being_included" ,
 "https://w3id.org/framester/framenet/abox/frame/Pre_getting" , "https://w3id.org/framester/framenet/abox/frame/Possession" ,
 "https://w3id.org/framester/framenet/abox/frame/Becoming_detached" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Annoyance" , "https://w3id.org/framester/framenet/abox/frame/State" ,
 "https://w3id.org/framester/framenet/abox/frame/Undergo_change" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Exemplar" , "https://w3id.org/framester/framenet/abox/frame/Instance" ,
 "https://w3id.org/framester/framenet/abox/frame/Natural_features" , "https://w3id.org/framester/framenet/abox/frame/Locale" ,
 "https://w3id.org/framester/framenet/abox/frame/Container_focused_removing" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Kidnapping" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Circumscribed_existence" , "https://w3id.org/framester/framenet/abox/frame/State" ,
 "https://w3id.org/framester/framenet/abox/frame/Sleep" , "https://w3id.org/framester/framenet/abox/frame/Process_continue" ,
 "https://w3id.org/framester/framenet/abox/frame/Cause_change_of_phase" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Bail_decision" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Warning" , "https://w3id.org/framester/framenet/abox/frame/Statement" ,
 "https://w3id.org/framester/framenet/abox/frame/Telling" , "https://w3id.org/framester/framenet/abox/frame/Statement" ,
 "https://w3id.org/framester/framenet/abox/frame/People_by_religion" , "https://w3id.org/framester/framenet/abox/frame/Entity" ,
 "https://w3id.org/framester/framenet/abox/frame/Becoming" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Be_on_alert" , "https://w3id.org/framester/framenet/abox/frame/State" ,
 "https://w3id.org/framester/framenet/abox/frame/Trying_out" , "https://w3id.org/framester/framenet/abox/frame/Scrutiny" ,
 "https://w3id.org/framester/framenet/abox/frame/Activity_ongoing" , "https://w3id.org/framester/framenet/abox/frame/Process_continue" ,
 "https://w3id.org/framester/framenet/abox/frame/Work" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Operate_vehicle" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Cause_to_experience" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Accuracy" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Simultaneity" , "https://w3id.org/framester/framenet/abox/frame/Relation" ,
 "https://w3id.org/framester/framenet/abox/frame/Frequency" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Change_posture" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Touring" , "https://w3id.org/framester/framenet/abox/frame/Perception https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Intercepting" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Sharpness" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Atonement" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Text" , "https://w3id.org/framester/framenet/abox/frame/Entity" ,
 "https://w3id.org/framester/framenet/abox/frame/Mass_motion" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Tool_purpose" , "https://w3id.org/framester/framenet/abox/frame/Relation" ,
 "https://w3id.org/framester/framenet/abox/frame/Intentional_traversing" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Relation_between_individuals" , "https://w3id.org/framester/framenet/abox/frame/Relation" ,
 "https://w3id.org/framester/framenet/abox/frame/Institutions" , "https://w3id.org/framester/framenet/abox/frame/Aggregate" ,
 "https://w3id.org/framester/framenet/abox/frame/Precipitation" , "https://w3id.org/framester/framenet/abox/frame/Process" ,
 "https://w3id.org/framester/framenet/abox/frame/Containing" , "https://w3id.org/framester/framenet/abox/frame/State https://w3id.org/framester/framenet/abox/frame/Relation" ,
 "https://w3id.org/framester/framenet/abox/frame/Corroding_caused" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Taking_time" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Collaboration" , "https://w3id.org/framester/framenet/abox/frame/Event https://w3id.org/framester/framenet/abox/frame/Reciprocality" ,
 "https://w3id.org/framester/framenet/abox/frame/Idiosyncrasy" , "https://w3id.org/framester/framenet/abox/frame/Relation" ,
 "https://w3id.org/framester/framenet/abox/frame/Medical_instruments" , "https://w3id.org/framester/framenet/abox/frame/Entity" ,
 "https://w3id.org/framester/framenet/abox/frame/Morality_evaluation" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Cause_change_of_consistency" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Intentionally_affect" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Being_up_to_it" , "https://w3id.org/framester/framenet/abox/frame/Attributes https://w3id.org/framester/framenet/abox/frame/Possibility" ,
 "https://w3id.org/framester/framenet/abox/frame/Assemble" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Obligation_scenario" , "https://w3id.org/framester/framenet/abox/frame/Required_event" ,
 "https://w3id.org/framester/framenet/abox/frame/Familiarity" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Physical_artworks" , "https://w3id.org/framester/framenet/abox/frame/Entity" ,
 "https://w3id.org/framester/framenet/abox/frame/Member_of_military" , "https://w3id.org/framester/framenet/abox/frame/Entity" ,
 "https://w3id.org/framester/framenet/abox/frame/Exercising" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Self_control" , "https://w3id.org/framester/framenet/abox/frame/Preventing_or_letting" ,
 "https://w3id.org/framester/framenet/abox/frame/Releasing_from_custody" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Performers" , "https://w3id.org/framester/framenet/abox/frame/Entity" ,
 "https://w3id.org/framester/framenet/abox/frame/Being_wet" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Correctness" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Noise_makers" , "https://w3id.org/framester/framenet/abox/frame/Entity" ,
 "https://w3id.org/framester/framenet/abox/frame/Popularity" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Piracy" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Imposing_obligation" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Military" , "https://w3id.org/framester/framenet/abox/frame/Aggregate" ,
 "https://w3id.org/framester/framenet/abox/frame/Presence" , "https://w3id.org/framester/framenet/abox/frame/State" ,
 "https://w3id.org/framester/framenet/abox/frame/Bragging" , "https://w3id.org/framester/framenet/abox/frame/Judgment_communication" ,
 "https://w3id.org/framester/framenet/abox/frame/Unemployment_rate" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Controller_object" , "https://w3id.org/framester/framenet/abox/frame/Entity" ,
 "https://w3id.org/framester/framenet/abox/frame/Food" , "https://w3id.org/framester/framenet/abox/frame/Entity" ,
 "https://w3id.org/framester/framenet/abox/frame/Ingest_substance" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Precariousness" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Rate_description" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Inhibit_movement" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Sufficiency" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Have_as_requirement" , "https://w3id.org/framester/framenet/abox/frame/Contingency" ,
 "https://w3id.org/framester/framenet/abox/frame/See_through" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Part_edge" , "https://w3id.org/framester/framenet/abox/frame/Being_included" ,
 "https://w3id.org/framester/framenet/abox/frame/Distant_operated_IED" , "https://w3id.org/framester/framenet/abox/frame/Entity" ,
 "https://w3id.org/framester/framenet/abox/frame/Color_qualities" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Objective_influence" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Attempt_obtain_food_scenario" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Arranging" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Activity_paused_state" , "https://w3id.org/framester/framenet/abox/frame/State" ,
 "https://w3id.org/framester/framenet/abox/frame/Text_creation" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Being_active" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Biological_area" , "https://w3id.org/framester/framenet/abox/frame/Locale" ,
 "https://w3id.org/framester/framenet/abox/frame/Arrest" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Come_together" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Activity_stop" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Bearing_arms" , "https://w3id.org/framester/framenet/abox/frame/State" ,
 "https://w3id.org/framester/framenet/abox/frame/Calendric_unit" , "https://w3id.org/framester/framenet/abox/frame/Location_in_time" ,
 "https://w3id.org/framester/framenet/abox/frame/Being_at_risk" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Becoming_a_member" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Measure_duration" , "https://w3id.org/framester/framenet/abox/frame/Measures" ,
 "https://w3id.org/framester/framenet/abox/frame/Political_locales" , "https://w3id.org/framester/framenet/abox/frame/Locale" ,
 "https://w3id.org/framester/framenet/abox/frame/Entourage" , "https://w3id.org/framester/framenet/abox/frame/Aggregate" ,
 "https://w3id.org/framester/framenet/abox/frame/Attempting_and_resolving_scenario" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Business_closure" , "https://w3id.org/framester/framenet/abox/frame/Success_or_failure https://w3id.org/framester/framenet/abox/frame/Locale_closure" ,
 "https://w3id.org/framester/framenet/abox/frame/Locale_by_event" , "https://w3id.org/framester/framenet/abox/frame/Locale" ,
 "https://w3id.org/framester/framenet/abox/frame/People_by_morality" , "https://w3id.org/framester/framenet/abox/frame/Entity" ,
 "https://w3id.org/framester/framenet/abox/frame/Existence" , "https://w3id.org/framester/framenet/abox/frame/State" ,
 "https://w3id.org/framester/framenet/abox/frame/Placing" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Funding" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Manipulation" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Appellations" , "https://w3id.org/framester/framenet/abox/frame/Being_named" ,
 "https://w3id.org/framester/framenet/abox/frame/Evaluative_comparison" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Socially_significant_history_scenario" , "https://w3id.org/framester/framenet/abox/frame/History_scenario" ,
 "https://w3id.org/framester/framenet/abox/frame/Being_born" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Corporal_punishment" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Standing_by" , "https://w3id.org/framester/framenet/abox/frame/Waiting" ,
 "https://w3id.org/framester/framenet/abox/frame/Infrastructure" , "https://w3id.org/framester/framenet/abox/frame/Entity" ,
 "https://w3id.org/framester/framenet/abox/frame/Render_nonfunctional" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Nuclear_process" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
 "https://w3id.org/framester/framenet/abox/frame/Spatial_contact" , "https://w3id.org/framester/framenet/abox/frame/State https://w3id.org/framester/framenet/abox/frame/Relation" ,
 "https://w3id.org/framester/framenet/abox/frame/Level_of_force_exertion" , "https://w3id.org/framester/framenet/abox/frame/Attributes" ,
 "https://w3id.org/framester/framenet/abox/frame/Aging" , "https://w3id.org/framester/framenet/abox/frame/Event" ,
