community 185 : number of nodes 4; density of graph 0.5; density of digraph 0.25
community 186 : number of nodes 4; density of graph 0.5; density of digraph 0.25
community 187 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 188 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 189 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 190 : number of nodes 6; density of graph 0.3333333333333333; density of digraph 0.16666666666666666
community 191 : number of nodes 6; density of graph 0.2; density of digraph 0.1
community 192 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 193 : number of nodes 3; density of graph 0.5; density of digraph 0.25
community 194 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 195 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 196 : number of nodes 2; density of graph 0.2; density of digraph 0.1
community 197 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 198 : number of nodes 3; density of graph 0.4; density of digraph 0.2
community 199 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 200 : number of nodes 4; density of graph 0.4; density of digraph 0.2
community 201 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 202 : number of nodes 4; density of graph 0.5; density of digraph 0.25
community 203 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 204 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 205 : number of nodes 4; density of graph 0.3333333333333333; density of digraph 0.16666666666666666
community 206 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 207 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 208 : number of nodes 5; density of graph 0.4; density of digraph 0.2
community 209 : number of nodes 4; density of graph 0.5; density of digraph 0.25
community 210 : number of nodes 5; density of graph 0.4; density of digraph 0.2
community 211 : number of nodes 5; density of graph 0.2857142857142857; density of digraph 0.14285714285714285
community 212 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 213 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 214 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 215 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 216 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 217 : number of nodes 3; density of graph 0.2222222222222222; density of digraph 0.1111111111111111
community 218 : number of nodes 5; density of graph 0.4; density of digraph 0.2
community 219 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 220 : number of nodes 2; density of graph 0.2857142857142857; density of digraph 0.14285714285714285
community 221 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 222 : number of nodes 10; density of graph 0.18181818181818182; density of digraph 0.09090909090909091
community 223 : number of nodes 6; density of graph 0.4; density of digraph 0.2
community 224 : number of nodes 5; density of graph 0.5; density of digraph 0.25
community 225 : number of nodes 4; density of graph 0.5; density of digraph 0.25
community 226 : number of nodes 7; density of graph 0.2; density of digraph 0.1
community 227 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 228 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 229 : number of nodes 7; density of graph 0.25; density of digraph 0.125
community 230 : number of nodes 4; density of graph 0.5; density of digraph 0.25
community 231 : number of nodes 9; density of graph 0.2; density of digraph 0.1
community 232 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 233 : number of nodes 4; density of graph 0.3333333333333333; density of digraph 0.16666666666666666
community 234 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 235 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 236 : number of nodes 6; density of graph 0.4; density of digraph 0.2
community 237 : number of nodes 5; density of graph 0.4; density of digraph 0.2
community 238 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 239 : number of nodes 9; density of graph 0.15384615384615385; density of digraph 0.07692307692307693
community 240 : number of nodes 4; density of graph 0.5; density of digraph 0.25
community 241 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 242 : number of nodes 5; density of graph 0.2222222222222222; density of digraph 0.1111111111111111
community 243 : number of nodes 4; density of graph 0.5; density of digraph 0.25
community 244 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 245 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 246 : number of nodes 9; density of graph 0.18181818181818182; density of digraph 0.09090909090909091
community 247 : number of nodes 4; density of graph 0.5; density of digraph 0.25
community 248 : number of nodes 10; density of graph 0.24444444444444444; density of digraph 0.12222222222222222
community 249 : number of nodes 12; density of graph 0.11764705882352941; density of digraph 0.058823529411764705
community 250 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 251 : number of nodes 4; density of graph 0.2857142857142857; density of digraph 0.14285714285714285
community 252 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 253 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 254 : number of nodes 6; density of graph 0.3333333333333333; density of digraph 0.16666666666666666
community 255 : number of nodes 4; density of graph 0.5; density of digraph 0.25
community 256 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 257 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 258 : number of nodes 10; density of graph 0.16666666666666666; density of digraph 0.08333333333333333
community 259 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 260 : number of nodes 8; density of graph 0.2; density of digraph 0.1
community 261 : number of nodes 7; density of graph 0.25; density of digraph 0.125
community 262 : number of nodes 5; density of graph 0.4; density of digraph 0.2
community 263 : number of nodes 5; density of graph 0.5; density of digraph 0.25
community 264 : number of nodes 6; density of graph 0.2; density of digraph 0.1
community 265 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 266 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 267 : number of nodes 8; density of graph 0.2222222222222222; density of digraph 0.1111111111111111
community 268 : number of nodes 6; density of graph 0.3333333333333333; density of digraph 0.16666666666666666
community 269 : number of nodes 5; density of graph 0.4; density of digraph 0.2
community 270 : number of nodes 5; density of graph 0.4; density of digraph 0.2
community 271 : number of nodes 6; density of graph 0.2857142857142857; density of digraph 0.14285714285714285
community 272 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 273 : number of nodes 6; density of graph 0.2857142857142857; density of digraph 0.14285714285714285
community 274 : number of nodes 6; density of graph 0.3333333333333333; density of digraph 0.16666666666666666
community 275 : number of nodes 6; density of graph 0.4; density of digraph 0.2
community 276 : number of nodes 5; density of graph 0.4; density of digraph 0.2
community 277 : number of nodes 9; density of graph 0.15384615384615385; density of digraph 0.10256410256410256
community 278 : number of nodes 8; density of graph 0.2857142857142857; density of digraph 0.14285714285714285
community 279 : number of nodes 8; density of graph 0.25; density of digraph 0.125
community 280 : number of nodes 7; density of graph 0.3333333333333333; density of digraph 0.16666666666666666
community 281 : number of nodes 5; density of graph 0.25; density of digraph 0.125
community 282 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 283 : number of nodes 8; density of graph 0.32142857142857145; density of digraph 0.16071428571428573
community 284 : number of nodes 7; density of graph 0.3333333333333333; density of digraph 0.16666666666666666
community 285 : number of nodes 3; density of graph 0.4; density of digraph 0.2
community 286 : number of nodes 3; density of graph 0.5; density of digraph 0.25
community 287 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 288 : number of nodes 3; density of graph 0.5; density of digraph 0.25
community 289 : number of nodes 3; density of graph 0.5; density of digraph 0.25
community 290 : number of nodes 5; density of graph 0.4666666666666667; density of digraph 0.23333333333333334
community 291 : number of nodes 4; density of graph 0.4; density of digraph 0.2
community 292 : number of nodes 8; density of graph 0.25; density of digraph 0.125
community 293 : number of nodes 6; density of graph 0.18181818181818182; density of digraph 0.09090909090909091
community 294 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 295 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 296 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 297 : number of nodes 10; density of graph 0.14285714285714285; density of digraph 0.07142857142857142
community 298 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 299 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 300 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 301 : number of nodes 7; density of graph 0.25; density of digraph 0.125
community 302 : number of nodes 5; density of graph 0.2; density of digraph 0.1
community 303 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 304 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 305 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 306 : number of nodes 2; density of graph 0.2857142857142857; density of digraph 0.14285714285714285
community 307 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 308 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 309 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 310 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 311 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 312 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 313 : number of nodes 3; density of graph 0.4; density of digraph 0.2
community 314 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 315 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 316 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 317 : number of nodes 5; density of graph 0.2857142857142857; density of digraph 0.14285714285714285
community 318 : number of nodes 4; density of graph 0.5; density of digraph 0.25
community 319 : number of nodes 4; density of graph 0.4; density of digraph 0.2
community 320 : number of nodes 3; density of graph 0.3333333333333333; density of digraph 0.2
community 321 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 322 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 323 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 324 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 325 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 326 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 327 : number of nodes 4; density of graph 0.5; density of digraph 0.25
community 328 : number of nodes 4; density of graph 0.5; density of digraph 0.25
community 329 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 330 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 331 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 332 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 333 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 334 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 335 : number of nodes 13; density of graph 0.24175824175824176; density of digraph 0.12087912087912088
community 336 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 337 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 338 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 339 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 340 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 341 : number of nodes 8; density of graph 0.2222222222222222; density of digraph 0.1111111111111111
community 342 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 343 : number of nodes 10; density of graph 0.2222222222222222; density of digraph 0.1111111111111111
community 344 : number of nodes 4; density of graph 0.4; density of digraph 0.2
community 345 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 346 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 347 : number of nodes 2; density of graph 1.0; density of digraph 0.5
community 348 : number of nodes 10; density of graph 0.24444444444444444; density of digraph 0.12222222222222222
community 349 : number of nodes 10; density of graph 0.2222222222222222; density of digraph 0.1111111111111111
community 350 : number of nodes 10; density of graph 0.24444444444444444; density of digraph 0.12222222222222222
community 351 : number of nodes 10; density of graph 0.24444444444444444; density of digraph 0.12222222222222222
community 352 : number of nodes 8; density of graph 0.2777777777777778; density of digraph 0.1388888888888889
community 353 : number of nodes 7; density of graph 0.38095238095238093; density of digraph 0.19047619047619047
community 354 : number of nodes 7; density of graph 0.38095238095238093; density of digraph 0.19047619047619047
community 355 : number of nodes 6; density of graph 0.4; density of digraph 0.2
community 356 : number of nodes 6; density of graph 0.4; density of digraph 0.2
community 357 : number of nodes 6; density of graph 0.4; density of digraph 0.2
community 358 : number of nodes 4; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 359 : number of nodes 4; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 360 : number of nodes 4; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 361 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 362 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
community 363 : number of nodes 3; density of graph 0.6666666666666666; density of digraph 0.3333333333333333
